,index,Country or Area,Year,Commodity,Trade (USD),Weight (kg),Quantity
5405,54930,Czech Rep.,2002,"Bovine livers, frozen",13249.0,34899.0,34899.0
5406,54970,Czech Rep.,2001,"Bovine cuts bone in, fresh or chilled",4625973.0,4246505.0,4246505.0
5407,54972,Czech Rep.,2001,"Bovine cuts boneless, fresh or chilled",45853.0,19613.0,19613.0
5408,54974,Czech Rep.,2001,"Bovine cuts bone in, frozen",1675169.0,1643085.0,1643085.0
5409,54976,Czech Rep.,2001,"Bovine cuts boneless, frozen",9021161.0,6666531.0,6666531.0
5410,54997,Czech Rep.,2001,"Bovine edible offal, fresh or chilled",65.0,36.0,36.0
5411,54998,Czech Rep.,2001,"Bovine tongues, frozen",4113.0,2483.0,2483.0
5412,54999,Czech Rep.,2001,"Bovine livers, frozen",36196.0,45075.0,45075.0
5413,55001,Czech Rep.,2001,"Bovine edible offal, frozen except livers and tongues",11505.0,7734.0,7734.0
5414,55041,Czech Rep.,2000,"Bovine cuts bone in, fresh or chilled",626698.0,319287.0,319287.0
5415,55043,Czech Rep.,2000,"Bovine cuts boneless, fresh or chilled",31970.0,12714.0,12714.0
5416,55045,Czech Rep.,2000,"Bovine cuts bone in, frozen",65181.0,111926.0,111926.0
5417,55047,Czech Rep.,2000,"Bovine cuts boneless, frozen",1815532.0,1032365.0,1032365.0
5418,55068,Czech Rep.,2000,"Bovine edible offal, fresh or chilled",2147.0,1197.0,1197.0
5419,55070,Czech Rep.,2000,"Bovine tongues, frozen",4019.0,2127.0,2127.0
5420,55072,Czech Rep.,2000,"Bovine livers, frozen",5316.0,7402.0,7402.0
5421,55074,Czech Rep.,2000,"Bovine edible offal, frozen except livers and tongues",55523.0,63227.0,63227.0
5422,55112,Czech Rep.,2000,"Bovine meat salted, dried or smoked",2352.0,342.0,342.0
5423,55115,Czech Rep.,1999,"Bovine carcasses and half carcasses, fresh or chilled",10730.0,2750.0,2750.0
5424,55117,Czech Rep.,1999,"Bovine cuts bone in, fresh or chilled",2001604.0,960741.0,960741.0
5425,55119,Czech Rep.,1999,"Bovine cuts boneless, fresh or chilled",49388.0,12437.0,12437.0
5426,55121,Czech Rep.,1999,"Bovine cuts bone in, frozen",82542.0,141757.0,141757.0
5427,55123,Czech Rep.,1999,"Bovine cuts boneless, frozen",1913891.0,1131280.0,1131280.0
5428,55146,Czech Rep.,1999,"Bovine edible offal, fresh or chilled",14215.0,6937.0,6937.0
5429,55149,Czech Rep.,1999,"Bovine livers, frozen",569.0,898.0,898.0
5430,55151,Czech Rep.,1999,"Bovine edible offal, frozen except livers and tongues",3728.0,4125.0,4125.0
5431,55196,Czech Rep.,1998,"Bovine carcasses and half carcasses, fresh or chilled",3886.0,1812.0,1812.0
5432,55198,Czech Rep.,1998,"Bovine cuts bone in, fresh or chilled",1142886.0,471874.0,471874.0
5433,55200,Czech Rep.,1998,"Bovine cuts boneless, fresh or chilled",189836.0,43819.0,43819.0
5434,55202,Czech Rep.,1998,"Bovine cuts bone in, frozen",227210.0,172483.0,172483.0
5435,55204,Czech Rep.,1998,"Bovine cuts boneless, frozen",2211310.0,705756.0,705756.0
5436,55227,Czech Rep.,1998,"Bovine edible offal, fresh or chilled",1148.0,450.0,450.0
5437,55229,Czech Rep.,1998,"Bovine tongues, frozen",5646.0,2445.0,2445.0
5438,55231,Czech Rep.,1998,"Bovine livers, frozen",11508.0,15499.0,15499.0
5439,55233,Czech Rep.,1998,"Bovine edible offal, frozen except livers and tongues",8080.0,14249.0,14249.0
5440,55275,Czech Rep.,1997,"Bovine cuts bone in, fresh or chilled",1475482.0,710412.0,710412.0
5441,55277,Czech Rep.,1997,"Bovine cuts boneless, fresh or chilled",246394.0,32620.0,32620.0
5442,55279,Czech Rep.,1997,"Bovine cuts bone in, frozen",382964.0,277014.0,277014.0
5443,55281,Czech Rep.,1997,"Bovine cuts boneless, frozen",3292911.0,1414424.0,1414424.0
5444,55302,Czech Rep.,1997,"Bovine edible offal, fresh or chilled",218.0,128.0,128.0
5445,55304,Czech Rep.,1997,"Bovine tongues, frozen",1755.0,703.0,703.0
5446,55307,Czech Rep.,1997,"Bovine edible offal, frozen except livers and tongues",51986.0,123909.0,123909.0
5447,55344,Czech Rep.,1997,"Bovine meat salted, dried or smoked",11578.0,10281.0,10281.0
5448,55348,Czech Rep.,1996,"Bovine cuts bone in, fresh or chilled",1088503.0,385300.0,385300.0
5449,55350,Czech Rep.,1996,"Bovine cuts boneless, fresh or chilled",71526.0,15000.0,15000.0
5450,55353,Czech Rep.,1996,"Bovine cuts bone in, frozen",205995.0,97875.0,97875.0
5451,55355,Czech Rep.,1996,"Bovine cuts boneless, frozen",3810131.0,1309000.0,1309000.0
5452,55376,Czech Rep.,1996,"Bovine edible offal, fresh or chilled",1437.0,2000.0,2000.0
5453,55378,Czech Rep.,1996,"Bovine tongues, frozen",54022.0,13062.0,13062.0
5454,55380,Czech Rep.,1996,"Bovine livers, frozen",55460.0,53000.0,53000.0
5455,55382,Czech Rep.,1996,"Bovine edible offal, frozen except livers and tongues",209275.0,399250.0,399250.0
5456,55419,Czech Rep.,1996,"Bovine meat salted, dried or smoked",11902.0,2000.0,2000.0
5457,55424,Czech Rep.,1995,"Bovine cuts bone in, fresh or chilled",318292.0,132205.0,132205.0
5458,55426,Czech Rep.,1995,"Bovine cuts boneless, fresh or chilled",50224.0,9074.0,9074.0
5459,55429,Czech Rep.,1995,"Bovine cuts bone in, frozen",463435.0,204224.0,204224.0
5460,55431,Czech Rep.,1995,"Bovine cuts boneless, frozen",4844411.0,1669081.0,1669081.0
5461,55452,Czech Rep.,1995,"Bovine edible offal, fresh or chilled",822.0,738.0,738.0
5462,55453,Czech Rep.,1995,"Bovine tongues, frozen",191211.0,38030.0,38030.0
5463,55455,Czech Rep.,1995,"Bovine livers, frozen",13308.0,11016.0,11016.0
5464,55457,Czech Rep.,1995,"Bovine edible offal, frozen except livers and tongues",238906.0,415073.0,415073.0
5465,55499,Czech Rep.,1995,"Bovine meat salted, dried or smoked",33609.0,20867.0,20867.0
5466,55504,Czech Rep.,1994,"Bovine cuts bone in, fresh or chilled",265165.0,166470.0,166470.0
5467,55506,Czech Rep.,1994,"Bovine cuts boneless, fresh or chilled",104.0,40.0,40.0
5468,55509,Czech Rep.,1994,"Bovine cuts bone in, frozen",394998.0,192849.0,192849.0
5469,55511,Czech Rep.,1994,"Bovine cuts boneless, frozen",3266067.0,822326.0,822326.0
5470,55537,Czech Rep.,1994,"Bovine edible offal, fresh or chilled",1740.0,1125.0,1125.0
5471,55539,Czech Rep.,1994,"Bovine tongues, frozen",94572.0,25437.0,25437.0
5472,55541,Czech Rep.,1994,"Bovine livers, frozen",68013.0,63378.0,63378.0
5473,55543,Czech Rep.,1994,"Bovine edible offal, frozen except livers and tongues",177031.0,297800.0,297800.0
5474,55585,Czech Rep.,1994,"Bovine meat salted, dried or smoked",25513.0,13808.0,13808.0
5475,55589,Czech Rep.,1993,"Bovine carcasses and half carcasses, fresh or chilled",4357.0,3125.0,3125.0
5476,55591,Czech Rep.,1993,"Bovine cuts bone in, fresh or chilled",2934905.0,2450378.0,2450378.0
5477,55593,Czech Rep.,1993,"Bovine cuts boneless, fresh or chilled",59770.0,32632.0,32632.0
5478,55596,Czech Rep.,1993,"Bovine cuts bone in, frozen",2205740.0,1740753.0,1740753.0
5479,55598,Czech Rep.,1993,"Bovine cuts boneless, frozen",3846817.0,1082259.0,1082259.0
5480,55617,Czech Rep.,1993,"Bovine edible offal, fresh or chilled",14204.0,9687.0,9687.0
5481,55619,Czech Rep.,1993,"Bovine tongues, frozen",314224.0,110878.0,110878.0
5482,55621,Czech Rep.,1993,"Bovine livers, frozen",59392.0,87975.0,87975.0
5483,55623,Czech Rep.,1993,"Bovine edible offal, frozen except livers and tongues",165654.0,321474.0,321474.0
5484,55667,Czech Rep.,1993,"Bovine meat salted, dried or smoked",44844.0,19628.0,19628.0
5485,55670,Denmark,2019,"Bovine carcasses and half carcasses, fresh or chilled",17659557.4851028,4837359.0,4837359.0
5486,55672,Denmark,2019,"Bovine cuts bone in, fresh or chilled",112662547.15611,29465313.0,29465313.0
5487,55674,Denmark,2019,"Bovine cuts boneless, fresh or chilled",158145516.434691,24871708.0,24871708.0
5488,55676,Denmark,2019,"Bovine carcasses and half carcasses, frozen",103761.0505995,27951.0,27951.0
5489,55678,Denmark,2019,"Bovine cuts bone in, frozen",4603460.2528285,675603.0,675603.0
5490,55680,Denmark,2019,"Bovine cuts boneless, frozen",30147254.4809135,7023338.0,7023338.0
5491,55711,Denmark,2019,"Bovine edible offal, fresh or chilled",5204352.66351875,3785240.0,3785240.0
5492,55713,Denmark,2019,"Bovine tongues, frozen",1398911.56769525,277423.029731307,277423.029731307
5493,55715,Denmark,2019,"Bovine livers, frozen",1642824.382304,1343149.0,1343149.0
5494,55717,Denmark,2019,"Bovine edible offal, frozen except livers and tongues",6257363.62863675,3112943.0,3112943.0
5495,55759,Denmark,2019,"Bovine meat salted, dried or smoked",20003338.8826845,2366074.0,2366074.0
5496,55762,Denmark,2018,"Bovine carcasses and half carcasses, fresh or chilled",16418433.3463669,4026155.42005444,4026155.42005444
5497,55764,Denmark,2018,"Bovine cuts bone in, fresh or chilled",131134151.281617,30310315.9162578,30310315.9162578
5498,55766,Denmark,2018,"Bovine cuts boneless, fresh or chilled",187141669.496854,24725450.6831739,24725450.6831739
5499,55767,Denmark,2018,"Bovine carcasses and half carcasses, frozen",75948.60311696,22431.5434549869,22431.5434549869
5500,55769,Denmark,2018,"Bovine cuts bone in, frozen",4668234.62726516,893859.341831291,893859.341831291
5501,55771,Denmark,2018,"Bovine cuts boneless, frozen",39783762.169527,8104528.32048628,8104528.32048628
5502,55803,Denmark,2018,"Bovine edible offal, fresh or chilled",3697280.08738928,968873.8430159,968873.8430159
5503,55805,Denmark,2018,"Bovine tongues, frozen",1334093.10471332,408029.322361114,408029.322361114
5504,55807,Denmark,2018,"Bovine livers, frozen",1488659.56225938,1869588.14726453,1869588.14726453
5505,55809,Denmark,2018,"Bovine edible offal, frozen except livers and tongues",8268297.7971391,3814106.02046263,3814106.02046263
5506,55851,Denmark,2018,"Bovine meat salted, dried or smoked",13704633.0519396,728130.655771799,728130.655771799
5507,55855,Denmark,2017,"Bovine carcasses and half carcasses, fresh or chilled",13999697.2521057,3675300.0,3675300.0
5508,55857,Denmark,2017,"Bovine cuts bone in, fresh or chilled",118040607.195615,35102195.0,35102195.0
5509,55859,Denmark,2017,"Bovine cuts boneless, fresh or chilled",161306413.194276,24624961.0,24624961.0
5510,55861,Denmark,2017,"Bovine carcasses and half carcasses, frozen",10103.43535628,799.0,799.0
5511,55863,Denmark,2017,"Bovine cuts bone in, frozen",3532033.37757504,641516.0,641516.0
5512,55865,Denmark,2017,"Bovine cuts boneless, frozen",47582525.6589763,10937332.0,10937332.0
5513,55897,Denmark,2017,"Bovine edible offal, fresh or chilled",3281762.10217048,2510589.0,2510589.0
5514,55899,Denmark,2017,"Bovine tongues, frozen",1552527.33385996,263386.0,263386.0
5515,55901,Denmark,2017,"Bovine livers, frozen",1916778.92381972,1247132.0,1247132.0
5516,55903,Denmark,2017,"Bovine edible offal, frozen except livers and tongues",8508348.76383432,4154162.0,4154162.0
5517,55945,Denmark,2017,"Bovine meat salted, dried or smoked",10980651.9427468,1249721.0,1249721.0
5518,55949,Denmark,2016,"Bovine carcasses and half carcasses, fresh or chilled",16879943.6425674,5043911.0,5043911.0
5519,55951,Denmark,2016,"Bovine cuts bone in, fresh or chilled",117760560.767478,38064516.0,38064516.0
5520,55953,Denmark,2016,"Bovine cuts boneless, fresh or chilled",141030685.946935,21404798.0,21404798.0
5521,55954,Denmark,2016,"Bovine carcasses and half carcasses, frozen",16404.53294696,1194.0,1194.0
5522,55956,Denmark,2016,"Bovine cuts bone in, frozen",2556649.2690336,417848.0,417848.0
5523,55958,Denmark,2016,"Bovine cuts boneless, frozen",37831903.3156961,8656097.0,8656097.0
5524,55989,Denmark,2016,"Bovine edible offal, fresh or chilled",4241302.46903412,3373179.0,3373179.0
5525,55991,Denmark,2016,"Bovine tongues, frozen",1137936.60773436,192806.0,192806.0
5526,55993,Denmark,2016,"Bovine livers, frozen",2273200.56350236,1595894.0,1595894.0
5527,55995,Denmark,2016,"Bovine edible offal, frozen except livers and tongues",7388278.44180032,3743311.0,3743311.0
5528,56037,Denmark,2016,"Bovine meat salted, dried or smoked",10218639.021172,1352698.0,1352698.0
5529,56041,Denmark,2015,"Bovine carcasses and half carcasses, fresh or chilled",20249684.0,6021299.0,6021299.0
5530,56043,Denmark,2015,"Bovine cuts bone in, fresh or chilled",111995111.0,33361126.0,33361126.0
5531,56045,Denmark,2015,"Bovine cuts boneless, fresh or chilled",141071607.0,22500023.0,22500023.0
5532,56046,Denmark,2015,"Bovine carcasses and half carcasses, frozen",30070.0,3556.0,3556.0
5533,56048,Denmark,2015,"Bovine cuts bone in, frozen",2181168.0,290954.0,290954.0
5534,56050,Denmark,2015,"Bovine cuts boneless, frozen",37391388.0,7842442.0,7842442.0
5535,56082,Denmark,2015,"Bovine edible offal, fresh or chilled",4119288.0,3521447.0,3521447.0
5536,56084,Denmark,2015,"Bovine tongues, frozen",644458.0,187799.0,187799.0
5537,56086,Denmark,2015,"Bovine livers, frozen",2399118.0,1454435.0,1454435.0
5538,56088,Denmark,2015,"Bovine edible offal, frozen except livers and tongues",5342729.0,2129058.0,2129058.0
5539,56130,Denmark,2015,"Bovine meat salted, dried or smoked",8359613.0,951902.0,951902.0
5540,56134,Denmark,2014,"Bovine carcasses and half carcasses, fresh or chilled",39799981.0,11035170.0,11035170.0
5541,56136,Denmark,2014,"Bovine cuts bone in, fresh or chilled",140044742.0,36079076.0,36079076.0
5542,56138,Denmark,2014,"Bovine cuts boneless, fresh or chilled",167278136.0,22293218.0,22293218.0
5543,56139,Denmark,2014,"Bovine carcasses and half carcasses, frozen",62064.0,5712.0,5712.0
5544,56141,Denmark,2014,"Bovine cuts bone in, frozen",2681275.0,307475.0,307475.0
5545,56143,Denmark,2014,"Bovine cuts boneless, frozen",34346331.0,6049452.0,6049452.0
5546,56176,Denmark,2014,"Bovine edible offal, fresh or chilled",7024356.0,4220218.0,4220218.0
5547,56178,Denmark,2014,"Bovine tongues, frozen",1292895.0,240050.0,240050.0
5548,56180,Denmark,2014,"Bovine livers, frozen",2161116.0,1029750.0,1029750.0
5549,56182,Denmark,2014,"Bovine edible offal, frozen except livers and tongues",5474004.0,2129041.0,2129041.0
5550,56224,Denmark,2014,"Bovine meat salted, dried or smoked",6761716.0,777252.0,777252.0
5551,56228,Denmark,2013,"Bovine carcasses and half carcasses, fresh or chilled",37520724.0,8585236.0,8585236.0
5552,56230,Denmark,2013,"Bovine cuts bone in, fresh or chilled",158778352.0,39701467.0,39701467.0
5553,56232,Denmark,2013,"Bovine cuts boneless, fresh or chilled",199379363.0,24528770.0,24528770.0
5554,56234,Denmark,2013,"Bovine carcasses and half carcasses, frozen",154873.0,13832.0,13832.0
5555,56236,Denmark,2013,"Bovine cuts bone in, frozen",3163311.0,503386.0,503386.0
5556,56238,Denmark,2013,"Bovine cuts boneless, frozen",32660397.0,5257839.0,5257839.0
5557,56271,Denmark,2013,"Bovine edible offal, fresh or chilled",7612472.0,3775532.0,3775532.0
5558,56272,Denmark,2013,"Bovine tongues, frozen",1112515.0,219031.0,219031.0
5559,56274,Denmark,2013,"Bovine livers, frozen",1841484.0,1270844.0,1270844.0
5560,56276,Denmark,2013,"Bovine edible offal, frozen except livers and tongues",3623093.0,1904997.0,1904997.0
5561,56318,Denmark,2013,"Bovine meat salted, dried or smoked",8322211.0,1073543.0,1073543.0
5562,56322,Denmark,2012,"Bovine carcasses and half carcasses, fresh or chilled",39913894.0,8936170.0,8936170.0
5563,56324,Denmark,2012,"Bovine cuts bone in, fresh or chilled",173840993.0,40912766.0,40912766.0
5564,56326,Denmark,2012,"Bovine cuts boneless, fresh or chilled",190147643.0,22429144.0,22429144.0
5565,56328,Denmark,2012,"Bovine carcasses and half carcasses, frozen",377323.0,36796.0,36796.0
5566,56330,Denmark,2012,"Bovine cuts bone in, frozen",3131115.0,558305.0,558305.0
5567,56332,Denmark,2012,"Bovine cuts boneless, frozen",42549523.0,6658591.0,6658591.0
5568,56365,Denmark,2012,"Bovine edible offal, fresh or chilled",8212698.0,3055952.0,3055952.0
5569,56367,Denmark,2012,"Bovine tongues, frozen",567439.0,121582.0,121582.0
5570,56369,Denmark,2012,"Bovine livers, frozen",1729043.0,1003942.0,1003942.0
5571,56371,Denmark,2012,"Bovine edible offal, frozen except livers and tongues",4157816.0,1851864.0,1851864.0
5572,56412,Denmark,2012,"Bovine meat salted, dried or smoked",8963621.0,1203419.0,1203419.0
5573,56416,Denmark,2011,"Bovine carcasses and half carcasses, fresh or chilled",31094047.0,6949595.0,6949595.0
5574,56418,Denmark,2011,"Bovine cuts bone in, fresh or chilled",188301170.0,42390720.0,42390720.0
5575,56420,Denmark,2011,"Bovine cuts boneless, fresh or chilled",188275246.0,21997238.0,21997238.0
5576,56422,Denmark,2011,"Bovine carcasses and half carcasses, frozen",163855.0,8997.0,8997.0
5577,56424,Denmark,2011,"Bovine cuts bone in, frozen",5507580.0,1239018.0,1239018.0
5578,56426,Denmark,2011,"Bovine cuts boneless, frozen",55313731.0,9674069.0,9674069.0
5579,56460,Denmark,2011,"Bovine edible offal, fresh or chilled",8247645.0,2297585.0,2297585.0
5580,56462,Denmark,2011,"Bovine tongues, frozen",388605.0,84381.0,84381.0
5581,56464,Denmark,2011,"Bovine livers, frozen",2062389.0,1138182.0,1138182.0
5582,56466,Denmark,2011,"Bovine edible offal, frozen except livers and tongues",3997390.0,1759998.0,1759998.0
5583,56508,Denmark,2011,"Bovine meat salted, dried or smoked",13807311.0,1598684.0,1598684.0
5584,56512,Denmark,2010,"Bovine carcasses and half carcasses, fresh or chilled",30102837.0,7541423.0,7541423.0
5585,56514,Denmark,2010,"Bovine cuts bone in, fresh or chilled",159403448.0,39537742.0,39537742.0
5586,56516,Denmark,2010,"Bovine cuts boneless, fresh or chilled",193316255.0,25499399.0,25499399.0
5587,56518,Denmark,2010,"Bovine carcasses and half carcasses, frozen",125831.0,6269.0,6269.0
5588,56520,Denmark,2010,"Bovine cuts bone in, frozen",3235037.0,550605.0,550605.0
5589,56522,Denmark,2010,"Bovine cuts boneless, frozen",50956823.0,10970508.0,10970508.0
5590,56554,Denmark,2010,"Bovine edible offal, fresh or chilled",6866636.0,2108883.0,2108883.0
5591,56556,Denmark,2010,"Bovine tongues, frozen",474560.0,93176.0,93176.0
5592,56558,Denmark,2010,"Bovine livers, frozen",1703445.0,1171110.0,1171110.0
5593,56560,Denmark,2010,"Bovine edible offal, frozen except livers and tongues",3315294.0,1641634.0,1641634.0
5594,56602,Denmark,2010,"Bovine meat salted, dried or smoked",11158723.0,1410813.0,1410813.0
5595,56606,Denmark,2009,"Bovine carcasses and half carcasses, fresh or chilled",39912952.0,10151329.0,10151329.0
5596,56608,Denmark,2009,"Bovine cuts bone in, fresh or chilled",135429979.0,31706371.0,31706371.0
5597,56610,Denmark,2009,"Bovine cuts boneless, fresh or chilled",206126184.0,25482426.0,25482426.0
5598,56611,Denmark,2009,"Bovine carcasses and half carcasses, frozen",10480.0,869.0,869.0
5599,56613,Denmark,2009,"Bovine cuts bone in, frozen",3169834.0,398109.0,398109.0
5600,56615,Denmark,2009,"Bovine cuts boneless, frozen",28446091.0,4930871.0,4930871.0
5601,56647,Denmark,2009,"Bovine edible offal, fresh or chilled",7599758.0,2006771.0,2006771.0
5602,56649,Denmark,2009,"Bovine tongues, frozen",512225.0,101584.0,101584.0
5603,56651,Denmark,2009,"Bovine livers, frozen",1672736.0,1462892.0,1462892.0
5604,56653,Denmark,2009,"Bovine edible offal, frozen except livers and tongues",2704331.0,1401418.0,1401418.0
5605,56694,Denmark,2009,"Bovine meat salted, dried or smoked",10199645.0,1193500.0,1193500.0
5606,56698,Denmark,2008,"Bovine carcasses and half carcasses, fresh or chilled",32203488.0,7099897.0,7099897.0
5607,56700,Denmark,2008,"Bovine cuts bone in, fresh or chilled",97858925.0,18598889.0,18598889.0
5608,56702,Denmark,2008,"Bovine cuts boneless, fresh or chilled",223991597.0,24424980.0,24424980.0
5609,56703,Denmark,2008,"Bovine carcasses and half carcasses, frozen",653820.0,51758.0,51758.0
5610,56705,Denmark,2008,"Bovine cuts bone in, frozen",3584739.0,410121.0,410121.0
5611,56707,Denmark,2008,"Bovine cuts boneless, frozen",46074940.0,8843580.0,8843580.0
5612,56741,Denmark,2008,"Bovine edible offal, fresh or chilled",7049873.0,1612205.0,1612205.0
5613,56743,Denmark,2008,"Bovine tongues, frozen",161323.0,63266.0,63266.0
5614,56745,Denmark,2008,"Bovine livers, frozen",2218562.0,1142434.0,1142434.0
5615,56747,Denmark,2008,"Bovine edible offal, frozen except livers and tongues",4788576.0,1922330.0,1922330.0
5616,56789,Denmark,2008,"Bovine meat salted, dried or smoked",10390084.0,900899.0,900899.0
5617,56793,Denmark,2007,"Bovine carcasses and half carcasses, fresh or chilled",28787232.0,6785095.0,6785095.0
5618,56795,Denmark,2007,"Bovine cuts bone in, fresh or chilled",95525904.0,20447367.0,20447367.0
5619,56797,Denmark,2007,"Bovine cuts boneless, fresh or chilled",177163512.0,20519829.0,20519829.0
5620,56798,Denmark,2007,"Bovine carcasses and half carcasses, frozen",159140.0,19638.0,19638.0
5621,56800,Denmark,2007,"Bovine cuts bone in, frozen",3387279.0,413746.0,413746.0
5622,56802,Denmark,2007,"Bovine cuts boneless, frozen",36609323.0,9489117.0,9489117.0
5623,56836,Denmark,2007,"Bovine edible offal, fresh or chilled",6444751.0,1504109.0,1504109.0
5624,56838,Denmark,2007,"Bovine tongues, frozen",281547.0,129398.0,129398.0
5625,56840,Denmark,2007,"Bovine livers, frozen",2901253.0,1588270.0,1588270.0
5626,56842,Denmark,2007,"Bovine edible offal, frozen except livers and tongues",3009465.0,1281081.0,1281081.0
5627,56884,Denmark,2007,"Bovine meat salted, dried or smoked",9820447.0,1008611.0,1008611.0
5628,56888,Denmark,2006,"Bovine carcasses and half carcasses, fresh or chilled",32905905.0,8871697.0,8871697.0
5629,56890,Denmark,2006,"Bovine cuts bone in, fresh or chilled",83016454.0,18446760.0,18446760.0
5630,56892,Denmark,2006,"Bovine cuts boneless, fresh or chilled",155899111.0,19956869.0,19956869.0
5631,56894,Denmark,2006,"Bovine carcasses and half carcasses, frozen",1005980.0,176077.0,176077.0
5632,56896,Denmark,2006,"Bovine cuts bone in, frozen",6714526.0,1070034.0,1070034.0
5633,56898,Denmark,2006,"Bovine cuts boneless, frozen",39618528.0,11836476.0,11836476.0
5634,56930,Denmark,2006,"Bovine edible offal, fresh or chilled",5707834.0,1490046.0,1490046.0
5635,56932,Denmark,2006,"Bovine tongues, frozen",567557.0,311527.0,311527.0
5636,56934,Denmark,2006,"Bovine livers, frozen",2343155.0,1475958.0,1475958.0
5637,56936,Denmark,2006,"Bovine edible offal, frozen except livers and tongues",2597547.0,1156167.0,1156167.0
5638,56979,Denmark,2006,"Bovine meat salted, dried or smoked",9563672.0,1163345.0,1163345.0
5639,56983,Denmark,2005,"Bovine carcasses and half carcasses, fresh or chilled",28020390.0,8364178.0,8364178.0
5640,56985,Denmark,2005,"Bovine cuts bone in, fresh or chilled",84151519.0,19161098.0,19161098.0
5641,56987,Denmark,2005,"Bovine cuts boneless, fresh or chilled",149522986.0,20266261.0,20266261.0
5642,56988,Denmark,2005,"Bovine carcasses and half carcasses, frozen",68718.0,20490.0,20490.0
5643,56990,Denmark,2005,"Bovine cuts bone in, frozen",2689668.0,392408.0,392408.0
5644,56992,Denmark,2005,"Bovine cuts boneless, frozen",34542316.0,11185717.0,11185717.0
5645,57025,Denmark,2005,"Bovine edible offal, fresh or chilled",6251195.0,1413734.0,1413734.0
5646,57027,Denmark,2005,"Bovine tongues, frozen",530357.0,317664.0,317664.0
5647,57029,Denmark,2005,"Bovine livers, frozen",1831660.0,1303643.0,1303643.0
5648,57031,Denmark,2005,"Bovine edible offal, frozen except livers and tongues",2688260.0,1614744.0,1614744.0
5649,57074,Denmark,2005,"Bovine meat salted, dried or smoked",10500811.0,1507537.0,1507537.0
5650,57078,Denmark,2004,"Bovine carcasses and half carcasses, fresh or chilled",30620658.0,9656299.0,9656299.0
5651,57080,Denmark,2004,"Bovine cuts bone in, fresh or chilled",89582984.0,22572699.0,22572699.0
5652,57082,Denmark,2004,"Bovine cuts boneless, fresh or chilled",146753876.0,21042831.0,21042831.0
5653,57083,Denmark,2004,"Bovine carcasses and half carcasses, frozen",54890.0,20778.0,20778.0
5654,57085,Denmark,2004,"Bovine cuts bone in, frozen",1984200.0,262707.0,262707.0
5655,57087,Denmark,2004,"Bovine cuts boneless, frozen",36328132.0,13661068.0,13661068.0
5656,57115,Denmark,2004,"Bovine edible offal, fresh or chilled",8684256.0,2654153.0,2654153.0
5657,57117,Denmark,2004,"Bovine tongues, frozen",382410.0,104359.0,104359.0
5658,57119,Denmark,2004,"Bovine livers, frozen",1632743.0,1336039.0,1336039.0
5659,57121,Denmark,2004,"Bovine edible offal, frozen except livers and tongues",2911598.0,1907648.0,1907648.0
5660,57165,Denmark,2004,"Bovine meat salted, dried or smoked",9752624.0,1425966.0,1425966.0
5661,57169,Denmark,2003,"Bovine carcasses and half carcasses, fresh or chilled",23838708.0,7419884.0,7419884.0
5662,57171,Denmark,2003,"Bovine cuts bone in, fresh or chilled",74564590.0,18387086.0,18387086.0
5663,57173,Denmark,2003,"Bovine cuts boneless, fresh or chilled",125462131.0,20693653.0,20693653.0
5664,57174,Denmark,2003,"Bovine carcasses and half carcasses, frozen",1520.0,412.0,412.0
5665,57176,Denmark,2003,"Bovine cuts bone in, frozen",1238417.0,220735.0,220735.0
5666,57178,Denmark,2003,"Bovine cuts boneless, frozen",29871208.0,15626801.0,15626801.0
5667,57207,Denmark,2003,"Bovine edible offal, fresh or chilled",5971332.0,2011396.0,2011396.0
5668,57209,Denmark,2003,"Bovine tongues, frozen",266562.0,145765.0,145765.0
5669,57211,Denmark,2003,"Bovine livers, frozen",1140234.0,1388165.0,1388165.0
5670,57213,Denmark,2003,"Bovine edible offal, frozen except livers and tongues",1600415.0,1388073.0,1388073.0
5671,57257,Denmark,2003,"Bovine meat salted, dried or smoked",3586813.0,481856.0,481856.0
5672,57261,Denmark,2002,"Bovine carcasses and half carcasses, fresh or chilled",20409297.0,7581990.0,7581990.0
5673,57263,Denmark,2002,"Bovine cuts bone in, fresh or chilled",69665065.0,21656369.0,21656369.0
5674,57265,Denmark,2002,"Bovine cuts boneless, fresh or chilled",101464903.0,20531959.0,20531959.0
5675,57266,Denmark,2002,"Bovine carcasses and half carcasses, frozen",36855.0,15118.0,15118.0
5676,57268,Denmark,2002,"Bovine cuts bone in, frozen",1155216.0,292577.0,292577.0
5677,57270,Denmark,2002,"Bovine cuts boneless, frozen",35312249.0,21069490.0,21069490.0
5678,57303,Denmark,2002,"Bovine edible offal, fresh or chilled",4298374.0,2020175.0,2020175.0
5679,57305,Denmark,2002,"Bovine tongues, frozen",163267.0,223584.0,223584.0
5680,57307,Denmark,2002,"Bovine livers, frozen",1088263.0,1579661.0,1579661.0
5681,57309,Denmark,2002,"Bovine edible offal, frozen except livers and tongues",1420558.0,1522882.0,1522882.0
5682,57352,Denmark,2002,"Bovine meat salted, dried or smoked",3285438.0,529177.0,529177.0
5683,57356,Denmark,2001,"Bovine carcasses and half carcasses, fresh or chilled",8825336.0,3416914.0,3416914.0
5684,57358,Denmark,2001,"Bovine cuts bone in, fresh or chilled",61634801.0,24676981.0,24676981.0
